#  phi   psi
-88.2687 85.8741
-74.2682 94.8639
-67.6876 100.87
-82.2474 84.0393
-76.6145 114.167
-85.249 78.4947
-92.2223 108.294
-91.9922 95.2356
-86.5017 93.6246
-100.369 125.41
-84.5541 111.355
-90.0155 99.0171
-93.7007 119.724
-96.0478 106.756
-83.7166 118.53
-74.9131 88.5299
-77.7716 99.1072
-72.1517 95.1672
-84.8084 121.091
-77.2131 104.978
-89.0087 118.211
-76.9993 104.864
-86.3245 91.3733
-73.5537 98.4208
-90.596 99.3879
-84.4255 94.7093
-90.4325 115.651
-96.6492 99.2796
-85.7143 105.333
-92.3611 115.748
-91.853 89.2478
-82.0901 101.335
-86.9285 104.908
-89.6269 96.8576
-98.2972 124.514
-95.2133 105.841
-90.3032 120.397
-87.1156 110.394
-104.485 119.666
-72.4757 106.205
-80.823 109.178
-75.6918 108.16
-89.9851 123.437
-69.8714 110.99
-91.8042 93.7106
-99.3472 99.4891
-87.1487 94.6326
-141.452 124.379
-78.0187 132.308
-78.4258 112.243
-72.3206 91.1043
-108.095 132.139
-77.2222 110.697
-74.3889 124.149
-83.436 126.762
-80.0276 115.024
-75.9845 129.358
-83.0704 129.613
-94.408 117.976
-88.6906 113.321
-91.6796 132.807
-90.8203 120.48
-53.2238 105.318
-57.4667 96.8677
-72.5374 95.1903
-61.442 90.5544
-91.0329 108.273
-60.0978 105.036
-65.3462 119.07
-79.8781 113.559
-72.7005 119.712
-79.9892 110.628
-69.2294 116.743
-78.8894 122.921
-78.6441 107.095
-73.6671 97.8362
-85.8051 99.9765
-74.7661 108.141
-61.8047 102.347
-82.4529 117.954
-87.4615 102.255
-82.9826 93.9673
-75.5652 101.846
-84.9892 87.071
-79.8868 108.441
-79.425 103.21
-93.0191 109.781
-71.4252 110.183
-77.8368 95.1812
-71.0494 96.2224
-72.6631 97.0518
-93.7804 95.6984
-88.1326 107.865
-83.4041 117.101
-90.3344 100.551
-75.2867 117.058
-84.5551 99.1535
-85.1882 99.164
-78.569 109.593
-71.2514 88.7343
-66.3105 108.614
-100.846 119.369
-87.5642 111.264
-103.622 99.3249
-78.2787 129.186
-71.5725 114.433
-94.701 107.754
-76.3945 115.619
-74.8834 110.385
-97.1034 114.531
-83.0383 112.639
-44.7468 98.9539
-98.1947 95.2835
-92.861 110.214
-77.0617 110.852
-91.9685 115.762
-76.9124 109.365
-82.0225 97.8264
-74.7391 99.2198
-86.5216 108.269
-83.5363 94.5082
-75.2959 110.528
-90.0123 110.788
-84.5971 92.4399
-84.532 127.913
-86.7938 109.234
-79.1522 124.169
-77.4167 113.019
-81.4601 96.7292
-71.8516 129.022
-91.1092 113.625
-87.2875 121.714
-57.6371 98.783
-85.1664 96.3376
-86.0417 96.2939
-85.9951 115.221
-80.7341 102.56
-73.1555 87.0258
-81.9214 107.857
-88.6165 99.4499
-65.0654 105.266
-91.9627 96.6868
-83.0028 110.697
-76.5768 121.471
-94.6498 117.906
-102.879 127.39
-107.948 117.376
-86.0453 136.991
-105.344 119.613
-77.2169 109.208
-75.9652 134.914
-95.1525 114.611
-105.578 124.133
-101.347 117.578
-92.064 134.313
-107.697 119.311
-102.128 130.667
-73.5739 112.004
-98.7829 127.884
-118.456 127.837
-96.043 93.123
-93.0681 101.802
-85.4204 123.789
-100.461 127.404
-101.972 121.306
-87.6375 110.011
-106.87 105.455
-96.8302 105.013
-94.927 119.601
-87.942 109.156
-105.439 110.953
-89.5924 144.27
-112.585 127.173
-133.972 144.713
-72.153 142.285
-96.6584 136.131
-86.9087 85.4518
-80.9791 101.065
-78.6041 99.3908
-76.9901 96.1409
-69.0023 120.012
-80.9494 146.028
-99.5856 135.877
-78.8307 130.653
-94.4672 135.099
-85.838 125.242
-79.9655 115.158
-87.0006 152.616
-100.143 141.159
-91.5716 138.395
-98.1842 134.441
-87.9426 141.496
-88.1071 144.799
-96.1089 126.086
-89.1132 144.376
-87.8853 134.851
-114.373 135.279
-65.3261 134.217
-99.4246 141.415
-94.0072 138.31
-99.3062 137.275
-90.5897 143.501
-75.046 131.995
-97.2949 150.892
-105.38 148.356
-97.3493 137.237
-95.2108 142.143
-72.3483 145.979
-86.947 140.513
-106.604 140.454
-85.8942 107.657
-104.05 131.744
-77.8712 150.241
-73.8616 120.032
-89.9532 120.144
-100.49 132.078
-86.2465 131.392
-84.3425 115.148
-94.2399 108.486
-105.092 128.461
-93.3849 150.994
-112.884 130.564
-87.7723 118.208
-95.3811 134.353
-106.423 131.663
-99.9621 135.662
-92.2535 111.031
-90.3062 122.791
-88.0861 129.734
-83.9497 96.1216
-108.052 108.625
-69.176 109.319
-92.1769 141.763
-71.1971 122.123
-104.56 126.999
-91.8382 143.778
-88.2792 120.501
-101.633 126.81
-110.457 118.863
-108.015 116.418
-94.1531 137.281
-114.278 117.971
-92.1083 115.487
-105.5 141.43
-92.104 137.116
-86.0533 120.761
-88.8271 124.115
-72.8509 145.16
-64.6156 125.026
-71.3206 137.973
-91.7864 130.346
-107.104 122.258
-70.77 119.487
-81.9799 125.079
-104.323 117.253
-110.285 126.25
-96.6496 125.447
-75.8533 132.954
-88.7942 141.137
-99.2158 145.344
-84.7616 128.431
-68.6634 146.964
-84.1807 132.649
-76.98 131.157
-101.312 125.208
-98.5904 126.737
-75.8516 127.221
-99.661 124.983
-97.004 120.331
-86.6494 114.176
-108.483 100.903
-92.2138 134.373
-94.8718 120.921
-112.814 131.141
-123.672 124.073
-85.3647 143.12
-109.758 116.193
-109.831 139.747
-94.5676 113.759
-88.3378 130.474
-90.4781 109.162
-111.433 122.9
-71.2026 122.555
-87.3748 112.688
-70.9299 105.943
-80.3209 105.913
-106.82 108.54
-98.9643 127.593
-86.3962 105.006
-107.164 120.791
-74.503 127.808
-69.876 127.834
-95.1892 104.573
-101.502 129.029
-107.1 113.192
-95.7725 109.293
-87.5384 106.61
-107.058 106.734
-72.5319 106.059
-84.6803 105.853
-103.315 124.757
-71.4059 133.17
-86.978 126.342
-73.8415 122.895
-89.5004 111.717
-75.1355 106.487
-56.328 95.8802
-79.9309 76.8925
-86.0856 103.277
-94.073 116.643
-82.0203 108.638
-88.2269 123.95
-91.7332 124.601
-81.2672 131.836
-70.5492 129.985
-80.7882 140.607
-100.071 144.389
-76.9194 131.383
-81.9881 129.65
-64.6001 114.629
-100.101 122.143
-80.2213 108.488
-67.3884 121.236
-93.4816 145.065
-86.098 144.166
-71.0936 144.877
-96.4912 144.967
-77.0227 124.642
-67.1428 132.96
-66.5396 138.649
-73.7683 106.027
-60.8055 139.797
-67.0965 91.3259
-83.5235 121.96
-76.2715 110.912
-74.9912 106.333
-99.0937 133.085
-88.986 102.515
-95.1904 103.348
-76.6825 126.76
-123.205 107.172
-81.4583 106.562
-78.7787 110.998
-105.398 129.771
-120.086 129.131
-99.7265 109.174
-59.8287 110.698
-78.7555 122.848
-104.897 118.23
-82.718 115.448
-74.5269 98.479
-96.5592 131.587
-69.5775 117.707
-83.9938 114.408
-104.09 134.97
-80.285 137.298
-116.101 122.244
-98.0947 116.126
-90.7878 107.807
-121.017 114.89
-97.2967 113.245
-76.4578 113.197
-91.4379 124.721
-77.4012 97.9244
-78.2518 111.113
-55.883 114.813
-94.6779 108.488
-74.5372 108.572
-62.0774 128.442
-66.5471 121.807
-77.1148 115.9
-92.7516 117.588
-88.1637 106.088
-94.8571 117.104
-102.247 108.35
-82.3023 117.699
-95.2542 128.838
-85.3692 109.193
-73.9767 115.803
-79.4834 105.479
-88.6483 120.438
-88.9249 85.3209
-86.2624 93.0103
-86.8372 98.8616
-52.6213 84.2685
-61.5428 86.5948
-91.3808 83.4771
-70.1686 104.402
-80.9961 98.418
-79.9935 102.542
-80.2919 99.3523
-64.4393 74.5657
-86.9705 78.2551
-76.6279 123.537
-70.9909 91.4804
-102.313 141.184
-86.4022 112.402
-87.2325 117.827
-86.8634 100.188
-77.9722 113.812
-87.7168 109.987
-83.3222 122.629
-80.9939 139.451
-81.6663 123.003
-69.1913 101.905
-106.036 104.971
-98.6688 95.1693
-86.793 112.218
-83.6969 115.027
-84.8249 122.145
-89.5383 99.337
-93.0577 108.415
-118.444 89.6932
-79.0857 96.9077
-102.097 100.643
-102.791 143.126
-92.7517 119.783
-89.9939 113.96
-83.7151 103.22
-105.7 120.717
-96.9543 129.769
-87.6035 132.736
-74.8082 129.168
-72.0191 105.687
-70.1976 105.476
-59.1597 76.8945
-73.1997 105.436
-82.7046 103.466
-70.9597 103.814
-82.4147 115.838
-73.3024 89.5459
-75.124 106.8
-75.1969 76.5756
-68.7098 110.464
-77.0521 97.4957
-78.1979 114.856
-53.2034 90.63
-93.6944 99.5588
-106.811 112.752
-67.0374 100.203
-74.0942 111.768
-61.8007 101.887
-121.456 110.088
-97.7492 125.516
-71.3276 82.6706
-105.718 141.198
-87.5785 110.121
-92.6537 111.841
-90.2275 82.3627
-90.8383 120.121
-81.5933 112.352
-81.9292 120.388
-99.9863 118.696
-90.2179 112.807
-118.669 120.07
-92.6195 104.035
-115.658 147.517
-107.117 113.368
-82.1585 107.223
-98.3366 99.7729
-112.62 118.693
-117.84 114.079
-99.2887 108.01
-95.2408 123.182
-121.967 123.288
-102.346 125.554
-80.7625 119.416
-73.7553 104.852
-71.029 107.485
-94.3953 110.375
-86.4264 121.796
-88.9275 98.1255
-69.4925 129.44
-62.7521 131.853
-72.3283 95.8943
-62.9635 138.687
-67.7575 150.25
-78.2496 99.8685
-62.846 102.556
-75.8987 110.559
-57.0083 125.643
-72.5473 87.1525
-98.8932 120.28
-81.9546 121.762
-73.7109 103.02
-66.5273 111.156
-78.4334 90.7845
-79.1914 87.1408
-107.76 91.2988
-86.6045 119.181
-81.9582 94.5846
-101.433 112.85
-114.87 133.187
-78.705 115.153
-95.6037 116.698
-77.2908 113.298
-69.7203 96.9803
-76.3065 130.723
-126.541 122.003
-117.899 129.896
-118.171 126.174
-86.3928 129.811
-122.008 114.017
-81.323 104.695
-66.9908 109.123
-68.8551 126.352
-76.2606 123.435
-72.0202 134.006
-81.1284 146.183
-80.0675 116.805
-70.3483 144.536
-83.4946 138.28
-83.1692 117.519
-77.0307 120.65
-84.1165 133.46
-74.8609 145.662
-72.5893 137.987
-83.9794 132.708
-79.2331 146.766
-82.24 133.783
-58.678 130.801
-87.617 135.758
-82.6461 131.675
-74.0112 124.87
-92.1095 111.36
-72.3946 147.151
-66.8474 124.979
-82.3897 144.15
-81.1011 141.416
-89.3028 138.087
-86.2673 145.811
-81.3951 144.916
-103.67 148.264
-93.5309 126.093
-113.741 132.631
-77.2892 137.075
-91.7428 132.918
-93.8834 135.23
-88.302 112.837
-99.8425 126.476
-83.8021 137.006
-100.273 145.505
-100.979 129.28
-107.911 130.764
-89.5165 137.077
-96.3155 127.484
-106.068 95.1175
-79.4342 105.139
-95.1691 107.243
-93.9767 108.951
-88.9375 102.255
-89.227 118.003
-105.154 103.266
-103.571 116.066
-103.619 116.354
-111.804 110.503
-76.6982 112.675
-105.753 107.745
-60.9013 100.899
-87.6859 112.556
-74.8246 110.564
-84.184 116.001
-91.6765 137.964
-91.5115 127.143
-81.2956 128.3
-89.3368 116.734
-110.004 120.956
-75.4404 114.26
-75.78 120.687
-72.5885 115.107
-98.1404 138.361
-96.4396 120.37
-87.4413 117.478
-97.1846 119.722
-80.0174 112.17
-84.7208 106.529
-79.6353 108.909
-80.614 133.383
-66.227 120.522
-72.686 111.561
-95.795 125.342
-81.1824 128.209
-94.8527 131.425
-100.499 112.519
-47.5852 96.176
-87.8873 112.207
-61.9186 114.732
-101.95 125.789
-89.62 138.652
-107.994 114.564
-84.4337 125.851
-82.3365 133.081
-102.226 117.379
-101.782 145.335
-105.565 137.232
-90.8665 128.132
-92.8464 112.492
-97.0399 141.051
-60.3072 135.348
-75.1827 133.28
-86.4211 135.447
-102.249 121.741
-105.309 133.607
-103.696 114.303
-124.285 133.958
-84.1854 111.374
-71.9191 108.554
-112.922 125.285
-83.6777 125.703
-100.715 117.125
-93.4731 140.463
-96.3276 147.562
-104.368 112.755
-94.7468 144.566
-79.2017 126.604
-90.5437 143.334
-103.578 137.451
-88.3105 130.536
-108.643 136.404
-62.4058 129.251
-86.4152 125.571
-109.62 135.313
-79.332 111.772
-94.7147 114.896
-94.3887 135.985
-111.972 127.854
-82.3323 110.485
-77.2197 124.028
-82.6212 117.731
-74.8935 113.141
-91.448 113.909
-51.0599 122.577
-75.6463 105.876
-105.763 122.164
-85.3756 128.628
-91.5936 97.1875
-79.3772 101.184
-91.1295 128.119
-101.32 121.882
-91.4516 130.231
-80.6259 143.178
-79.914 131.087
-82.0981 113.237
-71.7036 113.7
-88.7971 127.293
-70.4197 136.65
-86.7876 136.102
-108.636 131.196
-90.893 133.814
-110.689 106.829
-102.529 124.498
-89.4483 108.417
-91.7257 122.252
-74.2649 115.45
-68.8745 141.159
-95.9876 133.82
-69.3999 136.033
-79.4094 154.155
-98.2816 137.535
-66.4335 146.14
-67.5716 138.669
-89.4282 145.476
-102.615 124.045
-82.8087 122.514
-77.7709 117.879
-85.0491 136.582
-91.772 101.11
-97.0276 134.171
-107.968 118.055
-95.2832 122.747
-98.7547 134.884
-74.3923 118.559
-71.1824 114.138
-105.783 116.98
-85.1128 139.331
-104.236 117.649
-100.806 131.313
-90.4756 111.977
-87.7158 146.18
-77.5624 148.794
-111.464 154.714
-78.1545 141.457
-106.109 121.313
-107.513 122.592
-90.8613 135.18
-99.181 138.482
-80.6038 116.929
-91.7375 104.575
-107.741 145.721
-90.2482 151.14
-107.707 130.493
-106.241 125.782
-80.6901 132.742
-105.312 131.9
-96.2165 127.767
-87.965 134.006
-98.9245 114.142
-95.5931 136.725
-96.6596 139.106
-97.303 139.559
-90.4916 133.966
-69.6743 135.927
-67.588 110.775
-71.8449 113.753
-90.3596 122.024
-99.3442 105.416
-95.0849 127.819
-101.285 140.078
-87.3175 137.848
-111.687 161.753
-90.6037 123.593
-76.4496 140.885
-81.2659 135.967
-94.1303 120.262
-74.7333 99.2408
-84.6 133.691
-97.3165 147.662
-83.5769 111.204
-73.4264 130.876
-112.127 110.072
-113.043 105.14
-87.423 145.657
-96.7135 151.815
-86.8701 163.742
-90.1179 152.561
-91.3112 138.977
-98.591 116.382
-85.76 123.824
-75.8034 121.028
-104.809 144.664
-91.7111 138.732
-74.2788 138.748
-93.8363 136.752
-100.638 135.118
-101.726 159.552
-91.2318 139.318
-76.9707 127.446
-100.898 133.241
-108.97 159.791
-72.0602 144.953
-75.7067 153.216
-102.647 136.27
-78.3337 134.442
-74.8707 127.693
-76.0853 128.102
-115.208 134.316
-79.1497 126.13
-103.624 134.252
-119.905 143.065
-110.898 143.103
-104.109 132.003
-101.344 124.785
-113.15 142.354
-99.435 127.516
-100.633 131.536
-108.061 131.745
-103.102 147.302
-112.441 144.486
-91.1774 110.879
-108.545 123.95
-112.028 133.692
-89.6001 126.348
-95.2961 108.953
-84.9001 141.056
-85.0847 125.93
-102.746 154.55
-98.5815 138.947
-95.8682 146.489
-93.6315 116.189
-89.2016 120.349
-102.856 135.234
-110.596 135.977
-91.3913 133.851
-110.747 122.894
-105.812 128.885
-93.8942 129.541
-79.8089 136.26
-88.7354 129.335
-96.5203 132.018
-97.0818 133.532
-81.9436 127.102
-90.4589 134.408
-106.164 135.594
-120.699 113.759
-82.7043 129.911
-97.1252 119.01
-100.273 146.125
-107.814 149.645
-107.32 124.143
-90.9684 145.986
-103.996 122.296
-94.9913 125.648
-112.141 140.383
-107.033 138.649
-100.983 128.239
-102.146 136.106
-89.8319 130.415
-104.855 126.078
-93.6455 114.755
-94.0077 116.892
-104.458 137.673
-87.2207 120.533
-102.338 129.693
-84.952 124.76
-89.2883 137.343
-113.506 145.878
-130.995 130.405
-106.188 143.822
-87.6363 141.782
-93.5575 135.753
-101.22 139.372
-107.035 124.822
-103.831 125.282
-91.0164 116.726
-64.086 124.463
-71.8073 118.155
-71.1061 141.728
-101.672 138.729
-99.3863 126.451
-71.9419 147.33
-84.3 124.88
-76.4744 125.46
-84.124 96.7469
-69.6687 122.252
-79.1759 100.262
-86.8825 116.326
-65.5625 113.586
-70.8834 107.172
-73.3568 115.346
-72.8534 98.4727
-78.3415 74.0002
-86.9728 102.242
-94.4724 101.38
-75.8857 101.8
-79.2723 111.591
-68.0597 109.077
-68.3483 109.355
-67.5542 105.216
-75.7345 127.804
-64.5468 121.168
-86.5189 101.451
-73.5717 118.658
-70.1166 115.586
-61.6738 121.548
-67.9006 124.528
-97.0497 105.6
-86.9063 104.516
-92.3277 88.7465
-83.891 104.938
-100.04 80.4164
-106.492 98.175
-96.1706 78.3759
-107.237 122.334
-83.1122 109.681
-69.9794 92.9101
-82.21 96.7476
-90.6365 121.286
-64.4616 110.815
-98.5998 106.305
-87.537 134.729
-69.2875 104.721
-74.0367 100.335
-65.8208 78.5359
-97.4494 125.619
-94.1488 101.816
-87.7988 118.135
-60.0448 110.813
-99.8043 123.857
-78.0238 98.3293
-70.3998 89.3953
-96.1466 111.441
-49.3466 91.4046
-79.8487 114.335
-92.0887 119.519
-82.955 104.353
-96.6902 107.358
-98.251 116.85
-107.084 108.135
-120.372 140.006
-110.469 95.4715
-75.7598 109.006
-97.5637 97.4939
-82.3419 95.3402
-92.903 80.7898
-84.6795 71.7275
-97.6071 104.703
-100.658 91.2328
-93.9682 88.0682
-90.1668 92.6162
-76.5856 98.8011
-80.9227 99.7341
-50.8345 93.8547
-66.8882 99.3012
-66.587 107.581
-69.141 106.115
-87.6569 114.277
-62.2589 91.7132
-93.4705 97.3705
-56.7698 93.8815
-86.6039 90.6661
-67.8854 96.3873
-94.9499 82.6914
-68.1451 102.422
-77.6986 107.758
-96.0008 118.063
-88.0735 97.2535
-78.9156 84.6434
-98.8593 91.7108
-85.1688 104.565
-82.9811 61.7052
-88.2577 69.5654
-93.8522 113.502
-84.1535 110.489
-107.697 99.6107
-72.5756 125.262
-73.4528 105.69
-55.9212 99.6629
-80.6688 94.6324
-86.6613 99.3296
-92.0819 124.459
-82.6632 122.46
-76.5374 130.239
-96.8093 125.915
-66.0743 118.661
-94.9682 125.71
-53.4393 123.459
-59.8726 107.463
-84.917 115.137
-90.4176 121.364
-83.079 119.268
-91.3482 124.483
-119.583 119.005
-77.6149 116.531
-74.11 101.461
-74.0028 129.646
-90.1498 102.399
-69.2567 78.3894
-72.4269 95.2337
-105.451 80.5925
-80.0014 85.2755
-65.983 87.1983
-81.1091 92.7618
-74.9375 93.9444
-74.5743 92.7646
-65.669 55.2726
-92.2769 78.843
-72.4773 36.2519
-71.3533 75.9097
-91.7606 93.2828
-56.7734 63.4853
-70.1018 95.4011
-89.5509 67.8175
-81.5897 67.2224
-87.9233 92.4573
-69.1892 94.9853
-72.7222 84.3315
-93.1442 116.586
-71.6648 131.999
-66.9723 110.314
-89.5773 118.733
-81.9735 113.009
-74.7734 92.0716
-66.925 101.7
-88.2504 112.095
-100.613 114.19
-95.0149 113.751
-82.663 65.3773
-89.3341 130.463
-73.1153 114.37
-78.0545 104.067
-101.612 118.644
-69.6089 111.335
-80.4349 81.1295
-74.7356 114.783
-81.129 106.02
-86.9635 95.8261
-72.8481 124.23
-74.2701 127.802
-73.4855 115.945
-76.7883 122.45
-70.2354 107.46
-82.6527 108.765
-95.7956 133.717
-96.6309 147.201
-89.9949 115.02
-124.958 103.108
-66.8959 106.349
-81.1157 111.623
-70.0942 120.848
-87.1265 135.431
-55.314 116.334
-81.6002 126.741
-89.203 128.472
-66.5466 121.945
-78.713 111.195
-71.5369 127.301
-65.1267 124.176
-61.8571 127.336
-79.1075 117.003
-69.1448 126.587
-52.0734 140.552
-53.3633 134.697
-66.024 128.097
-55.8973 133.62
-85.5981 131.597
-59.1828 129.301
-83.0996 150.056
-77.3993 127.52
-73.2786 113.823
-97.1045 115.188
-90.5407 139.68
-72.436 105.796
-90.6753 112.364
-87.4123 148.497
-82.5941 125.657
-61.6589 125.796
-68.3335 130.346
-66.9533 124.472
-108.8 124.773
-73.9878 121.912
-92.1906 104.807
-83.1954 121.961
-61.0816 125.498
-80.2953 122.928
-73.541 116.363
-71.0392 114.093
-95.8056 131.387
-81.36 120.315
-71.2428 115.889
-85.1933 83.7689
-55.4361 117.821
-77.1224 133.836
-75.8625 136.613
-61.0123 115.993
-113.469 114.737
-64.3025 124.393
-92.1893 108.617
-87.532 131.275
-94.5036 130.772
-78.9728 137.505
-90.058 131.767
-75.9735 120.462
-93.5835 150.839
-79.037 114.658
-71.8829 130.134
-77.4562 122.247
-77.8631 114.695
-96.2998 142.457
-121.237 123.577
-87.783 128.557
-74.2886 103.542
-109.936 123.552
-90.057 149.542
-93.0488 139.865
-111.01 114.325
-98.7402 131.063
-111.324 132.946
-106.766 120.231
-96.7694 117.156
-82.5767 124.156
-119.73 102.711
-91.8293 95.8967
-78.3667 136.337
-72.2224 104.18
-62.2526 140.092
-70.6325 116.655
-78.6866 123.055
-72.7323 137.562
-85.3658 122.784
-83.7208 134.303
-84.5058 141.257
-95.0408 152.156
-99.4367 117.598
-96.0434 122.87
-80.2148 126.072
-84.4554 135.988
-81.4544 130.503
-73.7653 144.68
-90.7855 146.243
-105.114 122.323
-78.3926 140.158
-71.2747 107.946
-79.8665 134.391
-74.9388 133.988
-84.0782 119.296
-84.6208 149.424
-87.2191 136.394
-81.4987 139.001
-65.4064 134.21
-79.4658 147.036
-74.2193 140.041
-75.3365 124.479
-80.1418 149.032
-88.4112 137.66
-79.436 141.75
-85.6215 142.041
-79.1871 121.582
-68.1521 153.235
-85.8939 130.779
-71.1768 150.344
-85.9061 137.753
-92.9066 155.424
-86.2467 133.493
-78.7226 130.525
-108.17 141.103
-85.2942 149.48
-80.5468 142.794
-71.8628 152.438
-89.8897 154.366
-79.6175 158.179
-85.6211 134.374
-79.4861 152.613
-79.8895 142.918
-77.467 130.709
-86.2257 125.913
-87.56 154.648
-90.0631 125.968
-55.7425 150.586
-69.377 154.35
-82.5142 130.181
-68.1534 125.819
-78.8627 129.891
-72.2695 126.171
-60.026 136.453
-89.9662 132.425
-97.5003 122.241
-96.8203 145.708
-80.6164 123.667
-73.7206 138.886
-107.615 122.742
-81.554 148.982
-102.999 138.621
-80.7757 137.117
-75.3518 137.844
-77.9207 126.239
-86.6469 141.965
-81.4285 134.72
-69.2871 146.009
-92.3928 130.511
-74.4 134.358
-91.5703 129.79
-75.9246 115.364
-84.9414 145.851
-94.3766 123.232
-108.29 136.846
-96.7582 136.199
-94.405 133.278
-118.094 123.94
-90.1508 130.381
-83.062 142.185
-104.386 121.05
-77.2879 140.253
-86.589 152.391
-84.5028 138.68
-104.618 121.294
-94.1752 158.043
-86.4892 130.734
-85.3501 136.939
-111.201 136.662
-111.288 133.933
-63.9554 116.897
-79.0644 132.444
-95.4369 168.16
-81.7559 137.024
-83.7306 145.319
-90.4787 122.829
-79.6893 125.231
-74.0256 135.576
-92.1516 116.043
-75.4377 129.096
-76.3726 142.245
-115.777 124.474
-104.304 149.564
-108.388 136.272
-113.298 139.141
-114.418 145.006
-52.6966 136.853
-72.2896 127.427
-57.4282 125.913
-60.3222 127.841
-94.4212 147.264
-113.624 119.023
-106.905 119.28
-103.586 145.651
-115.786 116.706
-94.1696 148.062
-88.545 115.77
-121.778 143.832
-99.7052 135.934
-110.069 149.041
-97.5573 137.803
-110.675 142.938
-121.95 150.724
-104.721 132.61
-117.097 129.508
-106.062 145.285
-110.751 146.35
-115.049 143.006
-123.468 132.125
-104.806 141.46
-117.596 130.207
-118.814 132.073
-103.695 142.421
-123.674 126.404
-126.443 153.613
-117.774 145.143
-106.187 146.297
-110.993 146.744
-117.014 147.985
-117.436 129.28
-67.5132 139.971
-99.1897 133.943
-120.759 140.91
-76.6388 141.529
-93.3119 153.998
-106.225 109.516
-101.987 147.874
-73.6474 145.258
-79.1447 136.417
-98.8178 132.714
-127.467 139.976
-87.6293 154.815
-82.0438 141.982
-101.625 148.406
-94.6097 131.278
-109.959 144.279
-84.1244 134.199
-103.058 132.577
-98.8505 136.827
-69.2537 138.469
-74.6105 151.25
-71.4294 134.389
-114.687 134.581
-92.5674 145.445
-98.8674 150
-110.701 159.51
-85.3833 148.574
-91.5466 158.551
-89.1936 154.327
-100.007 152.882
-110.189 157.942
-99.5439 153.958
-80.7015 145.812
-105.065 150.946
-97.8885 161.379
-88.6569 142.566
-91.7491 130.871
-115.173 137.925
-89.6041 135.484
-101.291 143.094
-86.8331 133.449
-97.229 145.929
-76.149 144.658
-92.5756 130.373
-76.2243 127.396
-93.6035 148.717
-93.6485 130.605
-91.7456 144.65
-107.765 156.755
-119.324 137.702
-88.0849 125.57
-120.358 148.037
-98.376 146.267
-100.183 164.315
-97.3211 144.154
-78.1868 149.01
-97.5586 158.122
-82.9108 147.81
-84.4625 147.668
-85.458 138.086
-76.8283 152.489
-98.3652 153.609
-82.8792 152.312
-109.163 131.608
-75.021 134.497
-118.375 126.994
-89.8462 135.936
-100.633 153.395
-82.0958 129.448
-107.568 148.441
-84.9308 133.127
-77.9737 131.27
-93.1892 140.603
-69.6636 113.713
-71.4148 144.105
-81.3237 156.874
-77.7822 146.558
-92.8348 146.857
-77.779 146.833
-97.1115 145.884
-94.6235 144.145
-106.359 119.43
-75.6489 149.547
-104.799 135.384
-72.904 158.201
-69.7202 154.177
-66.7029 128.845
-62.4145 150.181
-87.1347 137.805
-71.3607 131.352
-95.0031 134.43
-105.821 145.993
-96.2661 153.261
-91.7439 151.704
-67.09 156.827
-68.0958 148.065
-68.3872 142.847
-43.3919 145.128
-79.7375 152.502
-68.3374 140.689
-83.2866 146.32
-97.3965 144.748
-96.8964 146.929
-97.8587 143.204
-94.7683 126.425
-115.702 134.552
-113.764 114.348
-101.837 135.502
-94.5139 132.718
-86.6751 154.744
-75.1131 120.367
-73.5664 136.983
-75.7674 134.098
-119.087 150.889
-109.43 129.114
-117.688 140.183
-105.846 116.033
-95.5719 132.315
-96.5623 148.909
-107.654 131.878
-83.1007 126.367
-113.78 109.573
-61.4343 144.05
-91.9704 151.687
-78.1732 120.961
-74.0046 153.124
-104.904 129.251
-72.3507 146.424
-84.0757 140.086
-84.3084 135.457
-90.8606 125.426
-82.6063 121.83
-82.0251 141.004
-89.5473 139.061
-95.1289 141.36
-72.3272 140.299
-81.237 139.678
-95.7114 121.705
-97.2642 144.307
-77.2002 132.465
-81.4278 135.208
-111.895 137.908
-85.8101 133.616
-84.1702 125.564
-89.7346 151.695
-107.71 144.728
-95.3793 119.979
-90.3815 124.406
-88.858 140.155
-75.7229 139.876
-92.555 145.954
-85.3454 129.096
-95.7488 139.931
-66.8753 143.027
-86.1308 120.07
-91.9015 128.947
-76.8082 136.401
-80.3414 128.142
-106.966 155.027
-109.942 143.313
-92.9293 142.057
-87.696 153.569
-72.8851 140.549
-86.5644 146.004
-88.7253 156.975
-101.17 125.969
-102.876 153.819
-72.4486 139.765
-88.4008 131.082
-78.1067 143.513
-105.909 133.778
-72.7216 145.005
-64.8589 136.594
-75.5339 137.351
-66.1188 126.983
-64.293 141.794
-70.0373 132.902
-66.0399 143.592
-63.4923 107.749
-93.368 138.042
-70.779 141.328
-60.2704 140.659
-61.2266 129.858
-86.7825 137.661
-61.2764 124.932
-104.53 152.59
-87.9051 109.907
-83.3461 128.414
-67.1074 133.867
-85.6823 134.531
-77.4643 125.016
-96.4905 147.882
-109.391 141.79
-106.959 142.02
-66.8704 142.533
-77.7376 148.523
-66.9297 134.621
-91.0342 132.498
-84.5089 119.001
-93.0989 125.219
-73.8418 121.361
-84.8901 104.2
-65.411 119.605
-80.2425 142.617
-88.0312 128.583
-126.874 148.142
-99.4491 124.715
-85.1537 141.921
-87.0299 132.744
-95.3478 117.903
-103.794 135.581
-114.596 127.442
-99.0314 110.057
-75.7758 118.261
-84.031 125.72
